id,source_type,text,suggested_label,label,human_overrode
rnba_086,post,"The NBA regular season is completely meaningless. 82 games to figure out seeding no one cares about. Reduce it to 50 games and actually give the product some urgency.",hot_take,,False
rnba_087,comment,"Luka Doncic is a one-dimensional offensive player with a huge contract who disappears in big moments. He will never win a ring because his defense is too bad and his maturity is too low.",hot_take,,False
rnba_088,post,"The media is completely biased toward LeBron. He gets a free pass for every team failure because the narrative around him was set in stone in 2007. Other players would have been destroyed for the Finals exits he has had.",hot_take,,False
rnba_089,comment,"Point guards are now the most important position in basketball and have been for 20 years. Any team without an elite point guard is just spinning its wheels. Centers are basically interchangeable roleplayers now.",hot_take,,False
rnba_090,post,"Phoenix has been mismanaged worse than any franchise in modern sports history. They drafted and developed talent for years and then traded it all away for aging stars. The ownership is corrupt and the front office has no vision.",hot_take,,False
rnba_091,comment,"Wembanyama is the most hyped prospect in NBA history and he hasn't done anything yet. One good season doesn't erase the fact that he's still unproven. People are acting like he's already Jordan.",hot_take,,False
rnba_092,post,"The MVP award is a joke. It is a media award, not a basketball award. The voters watch ESPN highlights and give it to whoever had the most dramatic narrative that season. Half the time the best player in the league doesn't win it.",hot_take,,False
rnba_093,comment,"Ja Morant has no one to blame but himself for his career stalling out. Generational athleticism and he cannot stay out of his own way. Some players just do not want it badly enough.",hot_take,,False
rnba_094,post,"The Chicago Bulls of the 1990s would destroy any modern team by 40 points a night. The athleticism, the defense, the coaching — they were operating on a level the current game just does not have. The 2017 Warriors might have been close but the Bulls would still win.",hot_take,,False
rnba_095,comment,"European players are fundamentally more skilled at basketball than American players now. The AAU system has completely destroyed the development of American talent. The best players in the league in 10 years will be mostly international.",hot_take,,False
rnba_096,post,"The Heat culture is overhyped. Every year they are supposed to be gritty and battle-hardened and every year something goes wrong in the playoffs. Eventually Heat culture is going to have to answer for multiple first-round exits.",hot_take,,False
rnba_097,comment,"Jokic doesn't deserve his MVP awards. He plays in the West where teams are weaker and his team doesn't have the talent around him to actually compete for a title. He is great but he is not three-time MVP great.",hot_take,,False
rnba_098,post,"Coaches do not matter in the NBA. Give a team of superstars to any competent coach and they will win. The proof is how often players change coaches and continue performing at the same level. The players are the product.",hot_take,,False
rnba_099,comment,"Player empowerment ruined team building. Superstars now just collude and demand trades to each other and the rest of the league is left playing for nothing. The old system where you built teams through drafts was more interesting basketball.",hot_take,,False
rnba_100,post,"Curry without Klay Thompson and Draymond Green is a 30-point scorer on a lottery team. The system is the story, not the individual. Put any elite scorer in that system with those shooters and you get the same results.",hot_take,,False
rnba_101,comment,"Boston will always choke. It is just part of their DNA now. They have the talent, they have the coaching, and yet somehow in big moments they always let it slip. This is what they are.",hot_take,,False
rnba_102,post,"Karl Malone deserved the MVP award over Jordan in 1998. People only remember this as a wrong call because Jordan won the title that year, but Malone had a better regular season by every statistical measure.",hot_take,,False
rnba_103,comment,"Analytics are ruining the game. Every team now plays the same way — three-pointer, layup, three-pointer, layup. There is no creativity, no post games, no mid-range artistry. The analytics crowd optimized the beauty out of basketball.",hot_take,,False
rnba_104,post,"Victor Wembanyama is already in the conversation for the greatest player ever. He can do things no one his size has ever done. By the time he peaks, the GOAT debate will be over.",hot_take,,False
rnba_105,comment,"The Lakers are always going to be the Lakers. Magic. Kareem. Shaq. Kobe. LeBron. The franchise just attracts talent that other organizations cannot. It is not luck — it is the brand.",hot_take,,False
rnba_106,post,"Commissioner Silver has been terrible for the league. The game is unwatchable now with all the flopping, all the load management, all the star protection on fouls. The product has gotten objectively worse on his watch.",hot_take,,False
rnba_107,comment,"No one in the league today plays defense like Gary Payton did in the 90s. Defenders today just exist. Payton would full-court press, trash-talk, and physically dominate his matchup for 40 minutes. That era is gone.",hot_take,,False
rnba_108,post,"Dame Lillard wasted his best years in Portland to be loyal and it accomplished nothing. He had a better chance at a title with LeBron in Cleveland in 2017 than he ever had in Portland. Loyalty is a nice story, not a strategy.",hot_take,,False
rnba_109,comment,"OKC tanking for draft picks is bad for the league and everyone knows it. They should face consequences for intentionally being bad. The whole thing is a scam and Silver is letting it happen.",hot_take,,False
rnba_110,post,"Referees are the most underappreciated factor in who wins championships. The league's top stars get advantageous calls in elimination games. It is not a conspiracy — it is the NBA protecting its brand and everyone just accepts it.",hot_take,,False
rnba_111,post,"This generation of NBA players is soft compared to players from the 80s and 90s. They travel everywhere, they get foul calls for breathing, and they sit out healthy games. Real players played through everything.",hot_take,,False
rnba_112,comment,"Penny Hardaway with no injuries would have been the greatest player of his generation, better than Kobe and close to Jordan. The what-if is tragic. We will never know what he would have been.",hot_take,,False
rnba_113,post,"The NBA Draft lottery system is rigged. How many times does the same big market team end up with the top pick when they need it most? You cannot tell me there is no thumb on the scale.",hot_take,,False
rnba_114,comment,"Devin Booker is the most overrated player in basketball. He looks great on a stacked team but take away the talent around him and he is a 20-point scorer on a 30-win team.",hot_take,,False
rnba_115,post,"Load management should be illegal. If you take a max contract, you play. Fans pay hundreds of dollars to watch you and you sit out against teams you do not feel like playing. It is disrespectful to the fans.",hot_take,,False
rnba_116,comment,"Ben Simmons is the biggest bust in NBA history relative to hype and draft position. He had every physical tool in the world and refused to develop a jump shot. A shooting center has a better chance in today's league than a point guard who cannot shoot.",hot_take,,False
rnba_117,post,"The Raptors championship in 2019 was a fraud. Kawhi was injured for most of the season, they got lucky with KD going down, and they have not been relevant since. One Kawhi Leonard does not a franchise make.",hot_take,,False
rnba_118,comment,"Carmelo Anthony's career is the best example of how individual scoring does not translate to winning. 27 points per game for a decade and nothing to show for it. The proof is in the rings.",hot_take,,False
rnba_119,post,"The play-in tournament is a gimmick. It exists to keep bad teams engaged and sell more playoff tickets. It dilutes the meaning of the 82-game regular season and gives mediocre teams false hope.",hot_take,,False
rnba_120,comment,"Dwyane Wade is the most underrated player in NBA history. He was just as good as Kobe and LeBron in his prime, maybe better, but he played in a smaller market and got half the credit. If Wade played in New York or LA, he is a global icon.",hot_take,,False
rnba_121,post,"The in-season tournament is the worst idea Silver has ever had. Nobody asked for this, nobody cares about it, and it is an insult to the tradition of the regular season schedule.",hot_take,,False
rnba_122,comment,"Small market teams have no real shot at sustained success. Sure, San Antonio won five titles, but that is one franchise with one generational coach and one generational player. The odds are stacked permanently against everyone else.",hot_take,,False
rnba_123,post,"The 3-second violation is never called anymore and it is killing post defense. Big men just camp in the paint now and the league does not care. If you enforced the rule properly, the game would open up and be more interesting.",hot_take,,False
rnba_124,comment,"Kyrie on the Nets was the best basketball of his career and they blew it. If he and Durant actually cared about winning, they would still be together. Instead we got one of the biggest collapses of potential in basketball history.",hot_take,,False
rnba_125,post,"Zach LaVine is better than Bradley Beal has ever been and is not paid half as much. The basketball establishment has never properly acknowledged this because Beal plays in DC and LaVine plays in Chicago.",hot_take,,False
rnba_126,comment,"The Sacramento Kings are cursed. Every draft, every rebuild, every promising signing ends the same way. They will not win a championship in my lifetime and possibly not in the next 30 years.",hot_take,,False
rnba_127,post,"Playoff basketball is when we find out who the real players are, and Harden has failed that test every single time it counted. Great numbers during the regular season. Historically bad when his team needed him most.",hot_take,,False
rnba_128,comment,"The refs decided that series. I do not care what anyone says — that was not basketball, that was theater. Every call went one way and anyone with eyes could see it.",hot_take,,False
rnba_129,post,"Paul George is a choker. His career is defined by moments where he did not show up. You could swap any decent wing player into his role and get similar output in the regular season. In the clutch, he disappears.",hot_take,,False
rnba_130,comment,"Anthony Edwards is going to be better than LeBron was at the same age. The athleticism, the confidence, the scoring. He is a different kind of player and the league is not ready for what he is going to be in two years.",hot_take,,False
rnba_131,post,"Teams that draft big men in the lottery are wasting their picks. The league has moved past the need for traditional centers. Stop drafting 7-footers who need 3 years to develop — draft wings who can play immediately.",hot_take,,False
rnba_132,comment,"Pascal Siakam gets All-Star votes every year despite being a clear second option on a non-contending team. He is a good player, not a great one, and the Canadian basketball media has propped up his reputation beyond what his performance warrants.",hot_take,,False
rnba_133,post,"I do not care what the analytics say — Donovan Mitchell is not a franchise player. He is a good player, a really good player, but he is not the guy you build a contender around. Cleveland is going to find that out the hard way.",hot_take,,False
rnba_134,comment,"The San Antonio Spurs are never coming back. Without Popovich, they are just another franchise. His system was the magic, and you cannot replace a 25-year genius with a first-time head coach and a bunch of prospects.",hot_take,,False
rnba_135,post,"Everyone is sleeping on the Detroit Pistons. They have real pieces building, a hungry young core, and nothing to lose. In three years they are going to be relevant again and people are going to act like they saw it coming.",hot_take,,False
rnba_136,comment,"The only reason the Heat are competitive every year is that Spoelstra gets players to overperform their talent. Take any other coach and that team finishes .500. Heat culture is Spoelstra culture.",hot_take,,False
rnba_137,post,"Trading for a 30-year-old star with injury history to win a title is almost never the right move, and every time a GM does it I know they are about to waste 3 years of assets on a 4th seed playoff exit.",hot_take,,False
rnba_138,comment,"Referees in this league have a quota system for how many times they will let a superstar get hit before they finally call something. Everyone knows it. The players know it. The coaches know it. Nobody says it out loud.",hot_take,,False
rnba_139,post,"Anyone who thinks the NBA is competitive right now is lying to themselves. It has been 3-4 teams every year for the last decade. The championship bracket is predictable before the season starts and everyone just goes along with it.",hot_take,,False
rnba_140,comment,"Moses Malone is criminally underrated in the GOAT conversation. Three MVP awards, a Finals MVP, and he dragged the 1982-83 Sixers to a title basically by himself. Modern fans just do not respect older eras.",hot_take,,False
rnba_141,post,"The NBA should get rid of the conferences. Just seed 1-16 by record. The current system protects bad teams in strong conferences and punishes good teams in weak ones. It has been broken for years and the league knows it.",hot_take,,False
rnba_142,comment,"Jaylen Brown winning Finals MVP over Tatum was right. Tatum is more talented but Brown has always been the actual closer on that team and it is time people admitted it.",hot_take,,False
rnba_143,post,"Victor Wembanyama at his peak will outscore Wilt Chamberlain's single season scoring record. The athleticism, the skill, the fact that he is on a team being built specifically around him — it is going to happen.",hot_take,,False
rnba_144,comment,"Every year people pick the Bucks and every year they go out in the second round. I am done believing the Giannis discourse. Show me something before I care again.",hot_take,,False
rnba_145,post,"The real reason Brooklyn collapsed is that Kyrie and Durant fundamentally do not trust each other. No amount of roster talent fixes a team where the two stars do not actually want to win together.",hot_take,,False
rnba_146,comment,"Shai Gilgeous-Alexander is going to win the MVP this year and it is not close. He has been the best player in basketball for two months running and the media is just now catching up.",hot_take,,False
rnba_147,post,"People are acting like every young team is going to become a dynasty. OKC has a promising young core, but the leap from promising to contending is the hardest thing in basketball and most teams never make it.",hot_take,,False
rnba_148,comment,"Stop pretending Ja Morant is not one of the most exciting players in the league. Whatever his off-court issues are, watching him play is different from watching anyone else. He is the most electric guard in basketball when locked in.",hot_take,,False
rnba_149,post,"The Pelicans have wasted the best years of Zion and Brandon Ingram through mismanagement and bad luck. They are the most frustrating franchise to follow because the talent has always been there and the organization just cannot get out of its own way.",hot_take,,False
rnba_150,comment,"Give me any Hall of Fame player from the 80s and 90s and they would be a starter on an NBA team today. The idea that players have gotten so much better that legends from other eras would struggle is disrespectful to the history of the game.",hot_take,,False
rnba_151,post,"The reason teams keep hiring experienced coaches who have already failed is that the league is risk-averse and owners prefer a known quantity over a potentially great first-timer. It is why coaching diversity has stalled — it is the same recycled names year after year.",hot_take,,False
rnba_152,comment,"Dame Lillard was never as good as he was marketed. Great regular season player in a weak conference, first-round and second-round exits, and a Finals run that ended early. The narrative was always bigger than the results.",hot_take,,False
rnba_153,post,"The NBA is a worse product than the WNBA right now. The level of team basketball, the unselfishness, the actual competition — I would rather watch an A'ja Wilson game than a LeBron game at this point.",hot_take,,False
rnba_154,comment,"Ben Simmons ruined the 76ers. A franchise built around an All-Star-caliber player and he decided he did not want to play anymore. The damage he did to that locker room and that front office will take years to repair.",hot_take,,False
rnba_155,post,"The Chicago Bulls will not be relevant for another decade. Wrong draft picks, no identity, no real star. At some point you have to admit that Arturas Karnisovas has not done what he was hired to do and move on.",hot_take,,False
rnba_156,comment,"CURRY FROM HALF COURT AT THE BUZZER. NO WAY. I AM LOSING MY MIND. BEST THING I HAVE EVER SEEN IN MY LIFE.",reaction,,False
rnba_157,post,"Did you see that Wembanyama block? He covered half the court in two steps and rejected it into the third row. Whatever you think about the NBA right now, you need to be watching this kid.",reaction,,False
rnba_158,comment,"Giannis just hit a step-back three to send it to overtime. I have never seen anything this large do that. My brain is broken.",reaction,,False
rnba_159,post,"They just announced that KD is out for the rest of the series. This is devastating. The series completely changes now. Phoenix without him is a totally different team.",reaction,,False
rnba_160,comment,"THE GAME 7. IT IS A GAME 7. THEY ARE GOING TO A GAME 7. I cannot handle this right now.",reaction,,False
rnba_161,post,"The trade deadline just blew up — the Nets are apparently in a 4-team deal involving multiple first-round picks. This changes the whole Eastern Conference picture overnight.",reaction,,False
rnba_162,comment,"Embiid just went down holding his knee. Please no. Please. This cannot happen again.",reaction,,False
rnba_163,post,"I watched that Tatum buzzer beater about 40 times already. The way he elevated over two defenders, the arc, the fall. I have been a fan for 20 years and that was the best moment I have ever watched live.",reaction,,False
rnba_164,comment,"How is that not a foul?! He grabbed his arm on the way up! That has been a foul all season! The refs are absolutely cooked tonight.",reaction,,False
rnba_165,post,"LeBron just broke Kareem's all-time scoring record. Whatever you think of the GOAT debate, this moment deserves respect. 38,000+ points. That number is not real.",reaction,,False
rnba_166,comment,"I live in Denver and the city is losing its mind right now. Every car honking, people running in the streets. This is the greatest night in Nuggets history. I am crying and I am not ashamed of it.",reaction,,False
rnba_167,post,"They just traded Jaylen Brown. I am in shock. I cannot believe what I am reading. The Celtics gave up a cornerstone of their team. I need a minute.",reaction,,False
rnba_168,comment,"That flagrant on Ja with 30 seconds left changed the whole series. You cannot make a call like that in a playoff game and then explain it away with a press release. This is unacceptable.",reaction,,False
rnba_169,post,"Chet Holmgren with 32 and 12 against a Finals opponent in Game 5. Whatever happens next, that performance deserved to be witnessed.",reaction,,False
rnba_170,comment,"The crowd in Boston right now is the most intimidating atmosphere I have ever seen on a basketball broadcast. You can feel it through the screen. TD Garden is different in the playoffs.",reaction,,False
rnba_171,post,"Breaking: Damian Lillard signing with the Milwaukee Bucks as a free agent. Did not see this coming at all. The East just completely reshuffled.",reaction,,False
rnba_172,comment,"The Doncic trade is actually real. He is a Laker. I do not know what to do with this information. The entire league just changed.",reaction,,False
rnba_173,post,"Anthony Davis with 40 in a playoff game when the Lakers needed it most. I know people clown him for availability but when he is locked in like tonight, that was a special performance.",reaction,,False
rnba_174,comment,"Final buzzer hits and the Warriors are knocked out in the first round. The dynasty is over. It was incredible while it lasted. Thank you for everything, Steph.",reaction,,False
rnba_175,post,"Klay just hit 7 threes in a quarter. SEVEN. IN ONE QUARTER. That is not basketball, that is witchcraft. The Celtics fans are in complete silence.",reaction,,False
rnba_176,comment,"Just saw the injury report: Kawhi is questionable for Game 5 with knee soreness. At this point I expect the worst. I need a drink.",reaction,,False
rnba_177,post,"The first quarter of this game has been the sloppiest thing I have watched this season. Seven turnovers in 12 minutes. Both teams look like they are half asleep. What is happening?",reaction,,False
rnba_178,comment,"He airballed it. Game on the line, open look, and he completely missed the rim. I am staring at my phone and I cannot believe what I just watched.",reaction,,False
rnba_179,post,"Wembanyama just won Defensive Player of the Year in his second season. Second year. He is not even close to his peak yet. This is what the next era of basketball looks like.",reaction,,False
rnba_180,comment,"The Spurs got the first pick again. AGAIN. How. How does this keep happening. San Antonio is going to accidentally build another dynasty through the lottery.",reaction,,False
rnba_181,post,"Ja is back. First game of the season and he had 30 and 12 with 6 steals. Whatever happened in the offseason, he looked like a man possessed. Welcome back.",reaction,,False
rnba_182,comment,"They just ejected Draymond in the fourth quarter of a playoff game FOR THE SECOND NIGHT IN A ROW. This is a circus. The Warriors are imploding in real time.",reaction,,False
rnba_183,post,"Overtime 2 in a Game 7. I have work tomorrow. I do not care. I am not sleeping until this is done. This is why basketball is the greatest sport on earth.",reaction,,False
rnba_184,comment,"The play-in loss hurts worse than a first-round exit. At least in the first round you are in the playoffs. Getting knocked out before the bracket even starts feels uniquely embarrassing.",reaction,,False
rnba_185,post,"Kyrie came back to Cleveland and scored 38 points. The electricity in that building was unlike anything I have ever watched. Whatever you think about him, that was a fascinating basketball story.",reaction,,False
rnba_186,comment,"Tatum just went down grabbing his ankle. He is on the floor and the trainer is out. I cannot watch this.",reaction,,False
rnba_187,post,"The final play was the ugliest possession I have seen in a playoff game this decade. Four dribbles into a crowd, no second option, ball off the side of the backboard. How did they run that?",reaction,,False
rnba_188,comment,"Bron just dunked on that 7-footer like he was standing still. The man is 39 years old. It is not possible that this is happening.",reaction,,False
rnba_189,post,"Jokic won his fourth MVP. The press conference where he said he does not care about awards and just wants to play basketball with his friends was the most authentic thing an elite athlete has said in 20 years.",reaction,,False
rnba_190,comment,"The Heat just signed Jimmy Butler to an extension. Great move. Keep the core together. That locker room needs Jimmy and Jimmy needs that locker room.",reaction,,False
rnba_191,post,"The game just ended and I genuinely do not know what I watched. Two overtimes, 8 lead changes in the final 3 minutes, and a final possession that looked like it was designed by someone who has never watched basketball.",reaction,,False
rnba_192,comment,"Steph Curry at 36 years old just scored 46 points on 17-of-25 shooting. There is no explanation for this. He is operating outside the normal rules that apply to human beings.",reaction,,False
rnba_193,post,"Mamba Day, every year, hurts a little differently. Watched the highlights again tonight. I do not think I will ever stop missing what could have been.",reaction,,False
rnba_194,comment,"The refs just called a game-sealing foul with 4 seconds left on a play where the contact happened a full second before the shot went up. I have lost all faith in the officiating system.",reaction,,False
rnba_195,post,"Luka with 60 points in a playoff game. Sixty. In the playoffs. On 22-of-34 shooting. I understand this is real but my brain is refusing to accept it.",reaction,,False
rnba_196,comment,"They kept Horford in the game with two early fouls in the first half. He just fouled out in the third quarter. Can someone explain that lineup decision please? Anyone?",reaction,,False
rnba_197,post,"Whatever happens in this series, tonight's performance from Tyrese Haliburton is the best I have seen from him. Ice in his veins in the final four minutes. He looked like a different player.",reaction,,False
rnba_198,comment,"The buzzer sounds. I literally collapsed onto my couch. This team took everything from me emotionally for 6 games and they finally delivered. Worth every second.",reaction,,False
rnba_199,post,"CP3 just announced he is retiring. He never got his ring and that will always sting. But his legacy is secure — one of the most skilled point guards in NBA history, period.",reaction,,False
rnba_200,comment,"That prospect just went undrafted. HOW. He was one of the best players in college basketball all year. The NBA Draft is an absolute mystery sometimes.",reaction,,False
rnba_201,post,"This is Donovan Mitchell's seventh straight 30-point game in the playoffs. At what point do we start the conversation about whether he is elite? Because whatever that threshold is, I think he is there.",reaction,,False
rnba_202,comment,"The halftime score is 72-38. In 24 minutes. I have never seen a blowout develop this fast in a playoff game. At some point you have to ask if anyone wants to be on the floor for the second half.",reaction,,False
rnba_203,post,"Ingram just signed somewhere else in free agency. I am not even surprised anymore. This is what being a Pelicans fan feels like. Something always goes wrong right when it should not.",reaction,,False
rnba_204,comment,"The walk-off three from the corner to end overtime. Historic. I do not know if that makes any official record book but everyone in that building will remember it forever.",reaction,,False
rnba_205,post,"Draymond just got suspended again. Fourth suspension this season. I am not even angry anymore. He is just a force of nature at this point and you either accept it or you do not.",reaction,,False
rnba_206,comment,"The halftime deficit is 34 points. In a playoff game. I turned the TV off and I am going to bed. There is no basketball reason to watch the second half of this.",reaction,,False
rnba_207,post,"I drove 6 hours to see this game. I am not going to say anything else about that.",reaction,,False
rnba_208,comment,"Jokic with a triple-double in the fourth quarter by himself. Points and rebounds and assists in a 12-minute span that covered half the team's production. This man.",reaction,,False
rnba_209,post,"The series is tied 3-3. These are my favorite words in sports. Six games of basketball with everything on the line in one winner-take-all game. I live for this.",reaction,,False
rnba_210,comment,"Celtics just won their 18th championship. I have been a fan since 1984. I have waited for this for a long time. I do not know what to do with myself right now.",reaction,,False
rnba_211,post,"Anthony Edwards just posterized a 7-footer for the third time this season. I do not know the physics of how that is possible given their height difference but I have watched it happen three times.",reaction,,False
rnba_212,comment,"The broadcast just showed a fan crying in the stands. Same, buddy. Completely same.",reaction,,False
rnba_213,post,"Third overtime in a game that started at 8:30. I have to be up at 6. I am watching every second of this. No regrets. This is what I signed up for when I picked a team.",reaction,,False
rnba_214,comment,"The look on Giannis's face when they announced they had traded for Dame was everything. You could see him think we are going to win a championship. I felt that from my couch.",reaction,,False
rnba_215,post,"The final game 7 buzzer sounds and I am sitting there in complete silence. Then my roommate starts screaming. Then I start screaming. Then the neighbors banged on the wall. Best basketball moment I have had in 10 years.",reaction,,False
rnba_216,comment,"Curry just passed Ray Allen for most three-pointers in NBA history. He surpassed an all-time record with a pull-up three in transition like it was nothing. The crowd lost it and honestly so did I.",reaction,,False
rnba_217,post,"The trade just posted: Harden to the Clippers. I have read it five times. It still does not make sense to me. What are the Sixers getting out of this? What are the Clippers thinking? What is happening?",reaction,,False
rnba_218,comment,"Giannis just left the court in a boot and is heading to the locker room. Season might be over. Prayers up. That is not even about basketball — that is a person's health.",reaction,,False
rnba_219,post,"The overtime buzzer sounds off a banked half-court shot. Game tied. I have been watching the NBA for 30 years and I have never seen a sequence like the one that just happened. Completely unreal.",reaction,,False
rnba_220,comment,"Last 30 seconds. Down 2. Possession. Timeout. This is why I have not slept in three days. I will watch every single second of this until the buzzer sounds.",reaction,,False
